Valor nulo: -9999.9		
Fecha (GMT)	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2020 05 14 13	14.99	2
2020 05 14 14	15.0	2
2020 05 14 15	15.02	2
2020 05 14 16	15.02	2
2020 05 14 17	15.01	2
2020 05 14 18	14.97	2
2020 05 14 19	14.93	2
2020 05 14 20	14.91	2
2020 05 14 21	14.91	2
2020 05 14 22	14.92	2
2020 05 14 23	14.97	2
2020 05 15 00	14.99	2
2020 05 15 01	14.99	2
2020 05 15 02	14.99	2
2020 05 15 03	14.98	2
2020 05 15 04	14.97	2
2020 05 15 05	14.91	2
2020 05 15 06	14.93	2
2020 05 15 07	14.94	2
2020 05 15 08	14.94	2
2020 05 15 09	14.96	2
2020 05 15 10	14.99	2
2020 05 15 11	15.0	2
2020 05 15 12	15.05	2
2020 05 15 13	15.07	2
2020 05 15 14	15.07	2
2020 05 15 15	15.1	2
2020 05 15 16	15.09	2
2020 05 15 17	15.09	2
2020 05 15 18	15.08	2
2020 05 15 19	15.06	2
2020 05 15 20	15.06	2
2020 05 15 21	15.04	2
2020 05 15 22	14.94	2
2020 05 15 23	14.9	2
2020 05 16 00	14.96	2
2020 05 16 01	15.0	2
2020 05 16 02	15.02	2
2020 05 16 03	15.02	2
2020 05 16 04	15.0	2
2020 05 16 05	14.95	2
2020 05 16 06	14.87	2
2020 05 16 07	14.84	2
2020 05 16 08	14.84	2
2020 05 16 09	14.87	2
2020 05 16 10	14.87	2
2020 05 16 11	14.91	2
2020 05 16 12	14.94	2
2020 05 16 13	14.97	2
2020 05 16 14	15.02	2
2020 05 16 15	15.05	2
2020 05 16 16	15.05	2
2020 05 16 17	15.02	2
2020 05 16 18	14.99	2
2020 05 16 19	15.0	2
2020 05 16 20	14.98	2
2020 05 16 21	14.97	2
2020 05 16 22	14.97	2
2020 05 16 23	14.97	2
2020 05 17 00	14.96	2
2020 05 17 01	14.94	2
2020 05 17 02	14.9	2
2020 05 17 03	14.88	2
2020 05 17 04	14.86	2
2020 05 17 05	14.86	2
2020 05 17 06	14.87	2
2020 05 17 07	14.87	2
2020 05 17 08	14.9	2
2020 05 17 09	14.94	2
2020 05 17 10	14.98	2
2020 05 17 11	15.03	2
2020 05 17 12	15.09	2
2020 05 17 13	15.15	2
2020 05 17 14	15.24	2
2020 05 17 15	15.25	2
2020 05 17 16	15.4	2
2020 05 17 17	15.43	2
2020 05 17 18	15.33	2
2020 05 17 19	15.12	2
2020 05 17 20	15.41	2
2020 05 17 21	15.45	2
2020 05 17 22	15.47	2
2020 05 17 23	15.14	2
2020 05 18 00	15.12	2
2020 05 18 01	14.98	2
2020 05 18 02	14.9	2
2020 05 18 03	14.81	2
2020 05 18 04	15.07	2
2020 05 18 05	14.88	2
2020 05 18 06	14.86	2
2020 05 18 07	14.88	2
2020 05 18 08	14.91	2
2020 05 18 09	14.94	2
2020 05 18 10	15.0	2
2020 05 18 11	15.04	2
2020 05 18 12	15.5	2
2020 05 18 13	15.31	2
2020 05 18 14	15.44	2
2020 05 18 15	15.45	2
2020 05 18 16	15.41	2
2020 05 18 17	15.23	2
2020 05 18 18	15.26	2
2020 05 18 19	15.2	2
2020 05 18 20	15.14	2
2020 05 18 21	15.16	2
2020 05 18 22	15.14	2
2020 05 18 23	15.16	2
2020 05 19 00	15.53	2
2020 05 19 01	15.48	2
2020 05 19 02	15.34	2
2020 05 19 03	15.33	2
2020 05 19 04	15.25	2
2020 05 19 05	15.22	2
2020 05 19 06	15.24	2
2020 05 19 07	15.23	2
2020 05 19 08	15.25	2
2020 05 19 09	15.29	2
2020 05 19 10	15.35	2
2020 05 19 11	15.4	2
2020 05 19 12	15.47	2
2020 05 19 13	15.56	2
2020 05 19 14	15.63	2
2020 05 19 15	15.71	2
2020 05 19 16	15.82	2
2020 05 19 17	15.8	2
2020 05 19 18	15.73	2
2020 05 19 19	15.8	2
2020 05 19 20	15.94	2
2020 05 19 21	16.06	2
2020 05 19 22	15.67	2
2020 05 19 23	15.79	2
2020 05 20 00	15.78	2
2020 05 20 01	15.74	2
2020 05 20 02	15.64	2
2020 05 20 03	15.59	2
2020 05 20 04	15.65	2
2020 05 20 05	15.67	2
2020 05 20 06	15.68	2
2020 05 20 07	15.56	2
2020 05 20 08	15.57	2
2020 05 20 09	15.58	2
2020 05 20 10	15.54	2
2020 05 20 11	15.55	2
2020 05 20 12	15.61	2
2020 05 20 13	15.83	2
2020 05 20 14	15.8	2
2020 05 20 15	15.81	2
2020 05 20 16	15.76	2
2020 05 20 17	16.05	2
2020 05 20 18	16.09	2
2020 05 20 19	15.99	2
2020 05 20 20	15.96	2
2020 05 20 21	15.91	2
2020 05 20 22	15.74	2
2020 05 20 23	15.61	2
2020 05 21 00	15.53	2
2020 05 21 01	15.65	2
2020 05 21 02	15.57	2
2020 05 21 03	15.55	2
2020 05 21 04	15.5	2
2020 05 21 05	15.58	2
2020 05 21 06	15.48	2
2020 05 21 07	15.66	2
2020 05 21 08	15.61	2
2020 05 21 09	15.75	2
2020 05 21 10	15.69	2
2020 05 21 11	15.65	2
2020 05 21 12	15.62	2
2020 05 21 13	15.6	2
2020 05 21 14	15.62	2
2020 05 21 15	15.81	2
2020 05 21 16	15.89	2
2020 05 21 17	15.79	2
2020 05 21 18	16.06	2
2020 05 21 19	16.14	2
2020 05 21 20	16.03	2
2020 05 21 21	15.96	2
2020 05 21 22	15.97	2
2020 05 21 23	15.94	2
2020 05 22 00	15.86	2
2020 05 22 01	15.83	2
2020 05 22 02	15.83	2
2020 05 22 03	15.76	2
2020 05 22 04	15.72	2
2020 05 22 05	15.83	2
2020 05 22 06	15.63	2
2020 05 22 07	15.57	2
2020 05 22 08	15.55	2
2020 05 22 09	15.51	2
2020 05 22 10	15.64	2
2020 05 22 11	15.96	2
2020 05 22 12	15.75	2
2020 05 22 13	15.84	2
2020 05 22 14	15.71	2
2020 05 22 15	15.81	2
2020 05 22 16	15.83	2
2020 05 22 17	16.09	2
2020 05 22 18	16.56	2
2020 05 22 19	15.86	2
2020 05 22 20	15.76	2
2020 05 22 21	15.83	2
2020 05 22 22	15.83	2
2020 05 22 23	16.09	2
2020 05 23 00	16.31	2
2020 05 23 01	16.12	2
2020 05 23 02	15.94	2
2020 05 23 03	15.89	2
2020 05 23 04	16.06	2
2020 05 23 05	15.94	2
2020 05 23 06	15.89	2
2020 05 23 07	16.07	2
2020 05 23 08	16.09	2
2020 05 23 09	16.12	2
2020 05 23 10	16.14	2
2020 05 23 11	16.24	2
2020 05 23 12	16.19	2
2020 05 23 13	16.32	2
2020 05 23 14	16.4	2
2020 05 23 15	16.41	2
2020 05 23 16	16.46	2
2020 05 23 17	16.34	2
2020 05 23 18	16.3	2
2020 05 23 19	16.18	2
2020 05 23 20	16.1	2
2020 05 23 21	16.03	2
2020 05 23 22	16.04	2
2020 05 23 23	16.0	2
2020 05 24 00	15.91	2
2020 05 24 01	15.9	2
2020 05 24 02	15.84	2
2020 05 24 03	15.6	2
2020 05 24 04	15.51	2
2020 05 24 05	15.4	2
2020 05 24 06	15.46	2
2020 05 24 07	15.58	2
2020 05 24 08	15.56	2
2020 05 24 09	15.58	2
2020 05 24 10	15.56	2
2020 05 24 11	15.49	2
2020 05 24 12	15.49	2
2020 05 24 13	15.54	2
2020 05 24 14	15.53	2
2020 05 24 15	15.56	2
2020 05 24 16	15.56	2
2020 05 24 17	15.47	2
2020 05 24 18	15.45	2
2020 05 24 19	15.4	2
2020 05 24 20	15.33	2
2020 05 24 21	15.11	2
2020 05 24 22	15.2	2
2020 05 24 23	15.21	2
2020 05 25 00	15.19	2
2020 05 25 01	15.14	2
2020 05 25 02	15.08	2
2020 05 25 03	15.08	2
2020 05 25 04	15.05	2
2020 05 25 05	15.03	2
2020 05 25 06	15.03	2
2020 05 25 07	15.04	2
2020 05 25 08	15.03	2
2020 05 25 09	15.04	2
2020 05 25 10	15.05	2
2020 05 25 11	15.09	2
2020 05 25 12	15.12	2
2020 05 25 13	15.16	2
2020 05 25 14	15.18	2
2020 05 25 15	15.21	2
2020 05 25 16	15.22	2
2020 05 25 17	15.21	2
2020 05 25 18	15.18	2
2020 05 25 19	15.14	2
2020 05 25 20	15.08	2
2020 05 25 21	15.05	2
2020 05 25 22	15.11	2
2020 05 25 23	15.15	2
2020 05 26 00	15.15	2
2020 05 26 01	15.11	2
2020 05 26 02	14.99	2
2020 05 26 03	14.99	2
2020 05 26 04	14.99	2
2020 05 26 05	14.97	2
2020 05 26 06	14.94	2
2020 05 26 07	14.92	2
2020 05 26 08	14.97	2
2020 05 26 09	15.01	2
2020 05 26 10	15.05	2
2020 05 26 11	15.07	2
2020 05 26 12	15.07	2
2020 05 26 13	15.05	2
2020 05 26 14	15.08	2
2020 05 26 15	15.12	2
2020 05 26 16	15.15	2
2020 05 26 17	15.23	2
2020 05 26 18	15.23	2
2020 05 26 19	15.26	2
2020 05 26 20	15.27	2
2020 05 26 21	15.24	2
2020 05 26 22	15.23	2
2020 05 26 23	15.21	2
2020 05 27 00	15.18	2
2020 05 27 01	15.15	2
2020 05 27 02	15.12	2
2020 05 27 03	15.11	2
2020 05 27 04	15.08	2
2020 05 27 05	15.07	2
2020 05 27 06	15.07	2
2020 05 27 07	15.08	2
2020 05 27 08	15.06	2
2020 05 27 09	15.04	2
2020 05 27 10	15.05	2
2020 05 27 11	15.13	2
2020 05 27 12	15.18	2
2020 05 27 13	15.2	2
2020 05 27 14	15.2	2
2020 05 27 15	15.23	2
2020 05 27 16	15.26	2
2020 05 27 17	15.26	2
2020 05 27 18	15.28	2
2020 05 27 19	15.27	2
2020 05 27 20	15.27	2
2020 05 27 21	15.25	2
2020 05 27 22	15.21	2
2020 05 27 23	15.19	2
2020 05 28 00	15.15	2
2020 05 28 01	15.17	2
2020 05 28 02	15.17	2
2020 05 28 03	15.17	2
2020 05 28 04	15.17	2
2020 05 28 05	15.2	2
2020 05 28 06	15.22	2
2020 05 28 07	15.23	2
2020 05 28 08	15.27	2
2020 05 28 11	15.44	2
2020 05 28 12	15.33	2
2020 05 28 13	15.35	2
2020 05 28 14	15.39	2
2020 05 28 15	15.54	2
2020 05 28 16	15.46	2
2020 05 28 17	15.52	2
2020 05 28 18	15.44	2
2020 05 28 19	15.68	2
2020 05 28 20	15.57	2
2020 05 28 21	16.01	2
2020 05 28 22	16.11	2
2020 05 28 23	15.57	2
2020 05 29 00	16.18	2
2020 05 29 01	15.75	2
2020 05 29 02	15.83	2
2020 05 29 03	15.95	2
2020 05 29 04	15.77	2
2020 05 29 05	15.82	2
2020 05 29 06	15.68	2
2020 05 29 07	15.56	2
2020 05 29 08	15.77	2
2020 05 29 09	15.57	2
2020 05 29 10	15.51	2
2020 05 29 11	15.81	2
2020 05 29 12	15.92	2
2020 05 29 13	15.81	2
2020 05 29 14	15.88	2
2020 05 29 15	15.73	2
2020 05 29 16	15.85	2
2020 05 29 17	16.29	2
2020 05 29 18	15.93	2
2020 05 29 19	15.78	2
2020 05 29 20	15.88	2
2020 05 29 21	15.99	2
2020 05 29 22	15.86	2
2020 05 29 23	15.85	2
2020 05 30 00	15.86	2
2020 05 30 01	16.12	2
2020 05 30 02	15.9	2
2020 05 30 03	15.84	2
2020 05 30 04	16.03	2
2020 05 30 05	15.9	2
2020 05 30 06	15.89	2
2020 05 30 07	15.96	2
2020 05 30 08	15.93	2
2020 05 30 09	15.94	2
2020 05 30 10	15.88	2
2020 05 30 11	15.88	2
2020 05 30 12	15.91	2
2020 05 30 13	15.99	2
2020 05 30 14	15.94	2
2020 05 30 15	15.89	2
2020 05 30 16	16.04	2
2020 05 30 17	15.91	2
2020 05 30 18	15.83	2
2020 05 30 19	15.75	2
2020 05 30 20	15.84	2
2020 05 30 21	16.01	2
2020 05 30 22	15.73	2
2020 05 30 23	16.01	2
2020 05 31 00	15.89	2
2020 05 31 01	16.03	2
2020 05 31 02	15.88	2
2020 05 31 03	15.73	2
2020 05 31 04	16.25	2
2020 05 31 05	15.91	2
2020 05 31 06	15.95	2
2020 05 31 07	15.84	2
2020 05 31 08	15.59	2
2020 05 31 09	15.68	2
2020 05 31 10	15.79	2
2020 05 31 11	15.92	2
2020 05 31 12	16.17	2
2020 05 31 13	15.81	2
2020 05 31 14	16.53	2
2020 05 31 15	15.95	2
2020 05 31 16	16.13	2
2020 05 31 17	16.12	2
2020 05 31 18	16.4	2
2020 05 31 19	16.36	2
2020 05 31 20	16.35	2
2020 05 31 21	16.3	2
2020 05 31 22	16.39	2
2020 05 31 23	16.35	2
2020 06 01 00	16.33	2
2020 06 01 01	16.32	2
2020 06 01 02	16.33	2
2020 06 01 03	16.26	2
2020 06 01 04	16.15	2
2020 06 01 05	15.99	2
2020 06 01 06	15.9	2
2020 06 01 07	16.0	2
2020 06 01 08	16.0	2
2020 06 01 09	15.98	2
2020 06 01 10	15.93	2
2020 06 01 11	15.93	2
2020 06 01 12	15.86	2
2020 06 01 13	16.18	2
2020 06 01 14	16.31	2
2020 06 01 15	16.6	2
2020 06 01 16	16.67	2
2020 06 01 17	16.31	2
2020 06 01 18	16.64	2
2020 06 01 19	16.53	2
2020 06 01 20	16.56	2
2020 06 01 21	15.96	2
2020 06 01 22	15.76	2
2020 06 01 23	15.92	2
2020 06 02 00	16.05	2
2020 06 02 01	16.03	2
2020 06 02 02	16.03	2
2020 06 02 03	16.02	2
2020 06 02 04	16.03	2
2020 06 02 05	15.99	2
2020 06 02 06	15.96	2
2020 06 02 07	15.81	2
2020 06 02 08	15.72	2
2020 06 02 09	15.61	2
2020 06 02 10	15.7	2
2020 06 02 11	15.72	2
2020 06 02 12	15.92	2
2020 06 02 13	15.6	2
2020 06 02 14	15.99	2
2020 06 02 15	16.04	2
2020 06 02 16	16.13	2
2020 06 02 17	16.29	2
2020 06 02 18	16.35	2
2020 06 02 19	16.23	2
2020 06 02 20	15.95	2
2020 06 02 21	15.78	2
2020 06 02 22	16.13	2
2020 06 02 23	16.0	2
2020 06 03 00	16.08	2
2020 06 03 01	16.08	2
2020 06 03 02	16.07	2
2020 06 03 03	16.09	2
2020 06 03 04	15.96	2
2020 06 03 05	15.66	2
2020 06 03 06	15.94	2
2020 06 03 07	15.89	2
2020 06 03 08	15.81	2
2020 06 03 09	15.8	2
2020 06 03 10	15.82	2
2020 06 03 11	15.81	2
2020 06 03 12	15.98	2
2020 06 03 13	16.09	2
2020 06 03 14	16.02	2
2020 06 03 15	16.5	2
2020 06 03 16	16.35	2
2020 06 03 17	16.5	2
2020 06 03 18	16.52	2
2020 06 03 19	16.0	2
2020 06 03 20	15.96	2
2020 06 03 21	16.13	2
2020 06 03 22	16.15	2
2020 06 03 23	16.01	2
2020 06 04 00	15.88	2
2020 06 04 01	15.89	2
2020 06 04 02	16.07	2
2020 06 04 03	16.17	2
2020 06 04 04	16.08	2
2020 06 04 05	15.69	2
2020 06 04 06	15.7	2
2020 06 04 07	15.75	2
2020 06 04 08	15.72	2
2020 06 04 09	15.8	2
2020 06 04 10	15.81	2
2020 06 04 11	15.81	2
2020 06 04 12	15.78	2
2020 06 04 13	15.81	2
2020 06 04 14	15.78	2
2020 06 04 15	15.88	2
2020 06 04 16	15.88	2
2020 06 04 17	15.87	2
2020 06 04 18	15.85	2
2020 06 04 19	15.86	2
2020 06 04 20	15.86	2
2020 06 04 21	15.84	2
2020 06 04 22	15.9	2
2020 06 04 23	15.75	2
2020 06 05 00	15.68	2
2020 06 05 01	15.77	2
2020 06 05 02	15.72	2
2020 06 05 03	15.78	2
2020 06 05 04	15.7	2
2020 06 05 05	15.54	2
2020 06 05 06	15.62	2
2020 06 05 07	15.59	2
2020 06 05 08	15.66	2
2020 06 05 09	15.63	2
2020 06 05 10	15.78	2
2020 06 05 11	15.75	2
2020 06 05 12	15.68	2
2020 06 05 13	15.74	2
2020 06 05 14	15.72	2
2020 06 05 15	15.85	2
2020 06 05 16	15.79	2
2020 06 05 17	15.66	2
2020 06 05 18	15.73	2
2020 06 05 19	15.8	2
2020 06 05 20	15.82	2
2020 06 05 21	15.84	2
2020 06 05 22	15.92	2
2020 06 05 23	15.8	2
2020 06 06 00	15.69	2
2020 06 06 01	15.75	2
2020 06 06 02	15.76	2
2020 06 06 03	15.73	2
2020 06 06 04	15.72	2
2020 06 06 05	15.74	2
2020 06 06 06	15.72	2
2020 06 06 07	15.75	2
2020 06 06 08	15.72	2
2020 06 06 09	15.73	2
2020 06 06 10	15.76	2
2020 06 06 11	15.88	2
2020 06 06 12	15.82	2
2020 06 06 13	15.83	2
2020 06 06 14	15.91	2
2020 06 06 15	16.16	2
2020 06 06 16	16.18	2
2020 06 06 17	16.01	2
2020 06 06 18	16.01	2
2020 06 06 19	15.9	2
2020 06 06 20	15.71	2
2020 06 06 21	15.79	2
2020 06 06 22	15.82	2
2020 06 06 23	15.62	2
2020 06 07 00	15.59	2
2020 06 07 01	15.39	2
2020 06 07 02	15.27	2
2020 06 07 03	15.22	2
2020 06 07 04	15.26	2
2020 06 07 05	15.31	2
2020 06 07 06	15.27	2
2020 06 07 07	15.3	2
2020 06 07 08	15.33	2
2020 06 07 09	15.47	2
2020 06 07 10	15.51	2
2020 06 07 11	15.38	2
2020 06 07 12	15.31	2
2020 06 07 13	15.37	2
2020 06 07 14	15.47	2
2020 06 07 15	15.56	2
2020 06 07 16	15.52	2
2020 06 07 17	15.55	2
2020 06 07 18	15.66	2
2020 06 07 19	15.78	2
2020 06 07 20	15.74	2
2020 06 07 21	15.65	2
2020 06 07 22	15.59	2
2020 06 07 23	15.49	2
2020 06 08 00	15.47	2
2020 06 08 01	15.45	2
2020 06 08 02	15.45	2
2020 06 08 03	15.44	2
2020 06 08 04	15.4	2
2020 06 08 05	15.27	2
2020 06 08 06	15.45	2
2020 06 08 07	15.49	2
2020 06 08 08	15.44	2
2020 06 08 09	15.34	2
2020 06 08 10	15.31	2
2020 06 08 11	15.32	2
2020 06 08 12	15.39	2
2020 06 08 13	15.5	2
2020 06 08 14	15.56	2
2020 06 08 15	15.68	2
2020 06 08 16	15.75	2
2020 06 08 17	15.7	2
2020 06 08 18	15.68	2
2020 06 08 19	15.75	2
2020 06 08 20	15.55	2
2020 06 08 21	15.33	2
2020 06 08 22	15.39	2
2020 06 08 23	15.35	2
2020 06 09 00	15.32	2
2020 06 09 01	15.44	2
2020 06 09 02	15.31	2
2020 06 09 03	15.44	2
2020 06 09 04	15.37	2
2020 06 09 05	15.45	2
2020 06 09 06	15.48	2
2020 06 09 07	15.49	2
2020 06 09 08	15.36	2
2020 06 09 09	15.29	2
2020 06 09 10	15.33	2
2020 06 09 11	15.28	2
2020 06 09 12	15.47	2
2020 06 09 13	15.63	2
2020 06 09 14	15.52	2
2020 06 09 15	15.69	2
2020 06 09 16	15.58	2
2020 06 09 17	15.57	2
2020 06 09 18	15.52	2
2020 06 09 19	15.62	2
2020 06 09 20	15.37	2
2020 06 09 21	15.45	2
2020 06 09 22	15.37	2
2020 06 09 23	15.33	2
2020 06 10 00	15.23	2
2020 06 10 01	15.27	2
2020 06 10 02	15.33	2
2020 06 10 03	15.38	2
2020 06 10 04	15.32	2
2020 06 10 05	15.24	2
2020 06 10 06	15.27	2
2020 06 10 07	15.26	2
2020 06 10 08	15.19	2
2020 06 10 09	15.18	2
2020 06 10 10	15.31	2
2020 06 10 11	15.28	2
2020 06 10 12	15.6	2
2020 06 10 13	15.44	2
2020 06 10 14	15.52	2
2020 06 10 15	15.44	2
2020 06 10 16	15.7	2
2020 06 10 17	15.56	2
2020 06 10 18	15.56	2
2020 06 10 19	15.45	2
2020 06 10 20	15.4	2
2020 06 10 21	15.43	2
2020 06 10 22	15.37	2
2020 06 10 23	15.5	2
2020 06 11 00	15.72	2
2020 06 11 01	15.67	2
2020 06 11 02	15.38	2
2020 06 11 03	15.67	2
2020 06 11 04	15.58	2
2020 06 11 05	15.59	2
2020 06 11 06	15.59	2
2020 06 11 07	15.53	2
2020 06 11 08	15.5	2
2020 06 11 09	15.44	2
2020 06 11 10	15.41	2
2020 06 11 11	15.42	2
2020 06 11 12	15.51	2
2020 06 11 13	15.57	2
2020 06 11 14	15.51	2
2020 06 11 15	15.48	2
2020 06 11 16	15.47	2
2020 06 11 17	15.48	2
2020 06 11 18	15.47	2
2020 06 11 19	15.38	2
2020 06 11 20	15.4	2
2020 06 11 21	15.42	2
2020 06 11 22	15.42	2
2020 06 11 23	15.4	2
2020 06 12 00	15.3	2
2020 06 12 01	15.29	2
2020 06 12 02	15.44	2
2020 06 12 03	15.54	2
2020 06 12 04	15.53	2
2020 06 12 05	15.45	2
2020 06 12 06	15.3	2
2020 06 12 07	15.28	2
2020 06 12 08	15.29	2
2020 06 12 09	15.27	2
2020 06 12 10	15.28	2
2020 06 12 11	15.32	2
2020 06 12 12	15.36	2
2020 06 12 13	15.36	2
2020 06 12 14	15.45	2
2020 06 12 15	15.47	2
2020 06 12 16	15.54	2
2020 06 12 17	15.52	2
2020 06 12 18	15.48	2
2020 06 12 19	15.45	2
2020 06 12 20	15.38	2
2020 06 12 21	15.33	2
2020 06 12 22	15.31	2
2020 06 12 23	15.28	2
2020 06 13 00	15.28	2
2020 06 13 01	15.29	2
2020 06 13 02	15.28	2
2020 06 13 03	15.26	2
2020 06 13 04	15.25	2
2020 06 13 05	15.25	2
2020 06 13 06	15.34	2
2020 06 13 07	15.39	2
2020 06 13 08	15.42	2
2020 06 13 09	15.48	2
2020 06 13 10	15.46	2
2020 06 13 11	15.51	2
2020 06 13 12	15.6	2
2020 06 13 13	15.66	2
2020 06 13 14	15.85	2
2020 06 13 15	15.79	2
2020 06 13 16	15.92	2
2020 06 13 17	15.74	2
2020 06 13 18	15.78	2
2020 06 13 19	15.72	2
2020 06 13 20	15.67	2
2020 06 13 21	15.7	2
2020 06 13 22	15.72	2
2020 06 13 23	15.7	2
2020 06 14 00	15.67	2
2020 06 14 01	15.63	2
2020 06 14 02	15.59	2
2020 06 14 03	15.56	2
2020 06 14 04	15.61	2
2020 06 14 05	15.79	2
2020 06 14 06	15.74	2
2020 06 14 07	15.73	2
2020 06 14 08	15.69	2
2020 06 14 09	15.69	2
2020 06 14 10	15.69	2
2020 06 14 11	15.68	2
2020 06 14 12	15.71	2
2020 06 14 13	15.73	2
2020 06 14 14	15.72	2
2020 06 14 15	15.72	2
2020 06 14 16	15.67	2
2020 06 14 17	15.68	2
2020 06 14 18	15.63	2
2020 06 14 19	15.5	2
2020 06 14 20	15.64	2
2020 06 14 21	15.63	2
2020 06 14 22	15.46	2
2020 06 14 23	15.48	2
2020 06 15 00	15.74	2
2020 06 15 01	15.8	2
2020 06 15 02	15.8	2
2020 06 15 03	15.77	2
2020 06 15 04	15.7	2
2020 06 15 05	15.61	2
2020 06 15 06	15.57	2
2020 06 15 07	15.54	2
2020 06 15 08	15.49	2
2020 06 15 09	15.5	2
2020 06 15 10	15.42	2
2020 06 15 11	15.44	2
2020 06 15 12	15.55	2
2020 06 15 13	15.58	2
2020 06 15 14	15.71	2
2020 06 15 15	15.76	2
2020 06 15 16	15.79	2
2020 06 15 17	15.85	2
2020 06 15 18	15.78	2
2020 06 15 19	15.7	2
2020 06 15 20	15.61	2
2020 06 15 21	15.62	2
2020 06 15 22	15.53	2
2020 06 15 23	15.53	2
2020 06 16 00	15.55	2
2020 06 16 01	15.69	2
2020 06 16 02	15.78	2
2020 06 16 03	15.74	2
2020 06 16 04	15.74	2
2020 06 16 05	15.68	2
2020 06 16 06	15.63	2
2020 06 16 07	15.8	2
2020 06 16 08	15.74	2
2020 06 16 09	15.81	2
2020 06 16 10	15.81	2
2020 06 16 11	15.86	2
2020 06 16 12	15.9	2
2020 06 16 13	15.65	2
2020 06 16 14	16.2	2
2020 06 16 15	16.09	2
2020 06 16 16	16.16	2
2020 06 16 17	16.22	2
2020 06 16 18	16.11	2
2020 06 16 19	16.13	2
2020 06 16 20	16.11	2
2020 06 16 21	16.01	2
2020 06 16 22	15.85	2
2020 06 16 23	15.81	2
2020 06 17 00	15.88	2
2020 06 17 01	15.83	2
2020 06 17 02	15.86	2
2020 06 17 03	15.76	2
2020 06 17 04	15.82	2
2020 06 17 05	15.78	2
2020 06 17 06	15.72	2
2020 06 17 07	15.64	2
2020 06 17 08	15.55	2
2020 06 17 09	15.79	2
2020 06 17 10	15.74	2
2020 06 17 11	16.12	2
2020 06 17 12	15.91	2
2020 06 17 13	15.91	2
2020 06 17 14	16.03	2
2020 06 17 15	16.15	2
2020 06 17 16	16.08	2
2020 06 17 17	16.62	2
2020 06 17 18	16.05	2
2020 06 17 19	16.65	2
2020 06 17 20	16.44	2
2020 06 17 21	16.47	2
2020 06 17 22	16.53	2
2020 06 17 23	16.43	2
2020 06 18 00	16.37	2
2020 06 18 01	16.29	2
2020 06 18 02	16.07	2
2020 06 18 03	16.14	2
2020 06 18 04	16.13	2
2020 06 18 05	16.11	2
2020 06 18 06	16.07	2
2020 06 18 07	16.1	2
2020 06 18 08	16.08	2
2020 06 18 09	16.1	2
2020 06 18 10	16.18	2
2020 06 18 11	16.17	2
2020 06 18 12	16.38	2
2020 06 18 13	16.22	2
2020 06 18 14	16.23	2
2020 06 18 15	16.32	2
2020 06 18 16	16.35	2
2020 06 18 17	16.3	2
2020 06 18 18	16.2	2
2020 06 18 19	16.11	2
2020 06 18 20	16.57	2
2020 06 18 21	16.32	2
2020 06 18 22	16.61	2
2020 06 18 23	16.35	2
2020 06 19 00	16.36	2
2020 06 19 01	16.25	2
2020 06 19 02	16.26	2
2020 06 19 03	16.21	2
2020 06 19 04	16.12	2
2020 06 19 05	16.18	2
2020 06 19 06	16.18	2
2020 06 19 07	16.24	2
2020 06 19 08	16.25	2
2020 06 19 09	16.32	2
2020 06 19 10	16.1	2
2020 06 19 11	16.38	2
2020 06 19 12	16.44	2
2020 06 19 13	16.51	2
2020 06 19 14	16.5	2
2020 06 19 15	16.54	2
2020 06 19 16	16.6	2
2020 06 19 17	16.77	2
2020 06 19 18	16.83	2
2020 06 19 19	16.74	2
2020 06 19 20	16.64	2
2020 06 19 21	16.64	2
2020 06 19 22	16.51	2
2020 06 19 23	16.46	2
2020 06 20 00	16.42	2
2020 06 20 01	16.27	2
2020 06 20 02	16.22	2
2020 06 20 03	16.21	2
2020 06 20 04	16.39	2
2020 06 20 05	16.41	2
2020 06 20 06	16.39	2
2020 06 20 07	16.38	2
2020 06 20 08	16.38	2
2020 06 20 09	16.33	2
2020 06 20 10	16.4	2
2020 06 20 11	16.48	2
2020 06 20 12	16.53	2
2020 06 20 13	16.65	2
2020 06 20 14	16.66	2
2020 06 20 15	16.88	2
2020 06 20 16	16.69	2
2020 06 20 17	16.74	2
2020 06 20 18	16.64	2
2020 06 20 19	16.88	2
2020 06 20 20	16.64	2
2020 06 20 21	16.68	2
2020 06 20 22	16.61	2
2020 06 20 23	16.56	2
2020 06 21 00	16.56	2
2020 06 21 01	16.51	2
2020 06 21 02	16.53	2
2020 06 21 03	16.53	2
2020 06 21 04	16.77	2
2020 06 21 05	16.66	2
2020 06 21 06	16.76	2
2020 06 21 07	16.73	2
2020 06 21 08	16.55	2
2020 06 21 09	16.4	2
2020 06 21 10	16.47	2
2020 06 21 11	16.4	2
2020 06 21 12	16.43	2
2020 06 21 13	16.48	2
2020 06 21 14	16.51	2
2020 06 21 15	16.81	2
2020 06 21 16	17.03	2
2020 06 21 17	17.04	2
2020 06 21 18	16.65	2
2020 06 21 19	16.78	2
2020 06 21 20	16.83	2
2020 06 21 21	16.71	2
2020 06 21 22	16.58	2
2020 06 21 23	16.78	2
2020 06 22 00	16.44	2
2020 06 22 01	16.1	2
2020 06 22 02	16.52	2
2020 06 22 03	16.78	2
2020 06 22 04	16.81	2
2020 06 22 05	16.78	2
2020 06 22 06	16.66	2
2020 06 22 07	16.61	2
