Valor nulo: -9999.9		
Fecha (GMT)	Temperatura del Agua(ºC)	Canal de obtencion de los datos
2015 10 17 23	18.05	2
2015 10 18 00	18.05	2
2015 10 18 01	18.05	2
2015 10 18 02	18.05	2
2015 10 18 03	18.05	2
2015 10 18 04	18.05	2
2015 10 18 05	18.05	2
2015 10 18 06	18.05	2
2015 10 18 07	18.05	2
2015 10 18 08	18.05	2
2015 10 18 09	18.05	2
2015 10 18 10	18.05	2
2015 10 18 11	18.05	2
2015 10 18 12	18.05	2
2015 10 18 13	18.12	2
2015 10 18 14	18.12	2
2015 10 18 15	18.12	2
2015 10 18 16	18.12	2
2015 10 18 17	18.12	2
2015 10 18 18	18.12	2
2015 10 18 19	18.12	2
2015 10 18 20	18.12	2
2015 10 18 21	18.12	2
2015 10 18 22	18.12	2
2015 10 18 23	18.12	2
2015 10 19 00	18.12	2
2015 10 19 01	18.12	2
2015 10 19 02	18.12	2
2015 10 19 03	18.12	2
2015 10 19 04	18.12	2
2015 10 19 05	18.12	2
2015 10 19 06	18.12	2
2015 10 19 07	18.05	2
2015 10 19 08	18.05	2
2015 10 19 09	18.05	2
2015 10 19 10	18.05	2
2015 10 19 11	18.05	2
2015 10 19 12	18.05	2
2015 10 19 13	18.05	2
2015 10 19 14	18.05	2
2015 10 19 15	18.05	2
2015 10 19 16	18.05	2
2015 10 19 17	18.05	2
2015 10 19 18	18.05	2
2015 10 19 19	18.05	2
2015 10 19 20	18.05	2
2015 10 19 21	18.05	2
2015 10 19 22	18.05	2
2015 10 19 23	18.05	2
2015 10 20 00	18.05	2
2015 10 20 01	18.05	2
2015 10 20 02	18.05	2
2015 10 20 03	17.98	2
2015 10 20 04	17.98	2
2015 10 20 05	18.05	2
2015 10 20 06	17.98	2
2015 10 20 07	17.98	2
2015 10 20 08	17.98	2
2015 10 20 09	17.98	2
2015 10 20 10	17.98	2
2015 10 20 11	17.98	2
2015 10 20 12	17.98	2
2015 10 20 13	17.98	2
2015 10 20 14	17.98	2
2015 10 20 15	17.98	2
2015 10 20 16	17.98	2
2015 10 20 17	17.98	2
2015 10 20 18	17.91	2
2015 10 20 19	17.91	2
2015 10 20 20	17.91	2
2015 10 20 21	17.91	2
2015 10 20 22	17.91	2
2015 10 20 23	17.91	2
2015 10 21 00	17.91	2
2015 10 21 01	17.91	2
2015 10 21 02	17.91	2
2015 10 21 03	17.91	2
2015 10 21 04	17.91	2
2015 10 21 05	17.91	2
2015 10 21 06	17.91	2
2015 10 21 07	17.91	2
2015 10 21 08	17.85	2
2015 10 21 09	17.85	2
2015 10 21 10	17.85	2
2015 10 21 11	17.85	2
2015 10 21 12	17.85	2
2015 10 21 13	17.85	2
2015 10 21 14	17.91	2
2015 10 21 15	17.91	2
2015 10 21 16	17.91	2
2015 10 21 17	17.91	2
2015 10 21 18	17.91	2
2015 10 21 19	17.85	2
2015 10 21 20	17.85	2
2015 10 21 21	17.85	2
2015 10 21 22	17.85	2
2015 10 21 23	17.85	2
2015 10 22 00	17.85	2
2015 10 22 01	17.85	2
2015 10 22 02	17.78	2
2015 10 22 03	17.78	2
2015 10 22 04	17.78	2
2015 10 22 05	17.78	2
2015 10 22 06	17.78	2
2015 10 22 07	17.78	2
2015 10 22 08	17.78	2
2015 10 22 09	17.78	2
2015 10 22 10	17.78	2
2015 10 22 11	17.78	2
2015 10 22 12	17.85	2
2015 10 22 13	17.85	2
2015 10 22 14	17.85	2
2015 10 22 15	17.85	2
2015 10 22 16	17.85	2
2015 10 22 17	17.85	2
2015 10 22 18	17.78	2
2015 10 22 19	17.78	2
2015 10 22 20	17.78	2
2015 10 22 21	17.78	2
2015 10 22 22	17.78	2
2015 10 22 23	17.78	2
2015 10 23 00	17.78	2
2015 10 23 01	17.78	2
2015 10 23 02	17.78	2
2015 10 23 03	17.78	2
2015 10 23 04	17.78	2
2015 10 23 05	17.78	2
2015 10 23 06	17.78	2
2015 10 23 07	17.78	2
2015 10 23 08	17.78	2
2015 10 23 09	17.71	2
2015 10 23 10	17.78	2
2015 10 23 11	17.78	2
2015 10 23 12	17.78	2
2015 10 23 13	17.78	2
2015 10 23 14	17.78	2
2015 10 23 15	17.78	2
2015 10 23 16	17.78	2
2015 10 23 17	17.78	2
2015 10 23 18	17.78	2
2015 10 23 19	17.78	2
2015 10 23 20	17.78	2
2015 10 23 21	17.78	2
2015 10 23 22	17.78	2
2015 10 23 23	17.78	2
2015 10 24 00	17.71	2
2015 10 24 01	17.78	2
2015 10 24 02	17.71	2
2015 10 24 03	17.71	2
2015 10 24 04	17.78	2
2015 10 24 05	17.78	2
2015 10 24 06	17.71	2
2015 10 24 07	17.71	2
2015 10 24 08	17.71	2
2015 10 24 09	17.71	2
2015 10 24 10	17.78	2
2015 10 24 11	17.78	2
2015 10 24 12	17.78	2
2015 10 24 13	17.78	2
2015 10 24 14	17.78	2
2015 10 24 15	17.78	2
2015 10 24 16	17.78	2
2015 10 24 17	17.85	2
2015 10 24 18	17.78	2
2015 10 24 19	17.85	2
2015 10 24 20	17.91	2
2015 10 24 21	17.91	2
2015 10 24 22	17.85	2
2015 10 24 23	17.85	2
2015 10 25 00	17.85	2
2015 10 25 01	17.78	2
2015 10 25 02	17.78	2
2015 10 25 03	17.78	2
2015 10 25 04	17.78	2
2015 10 25 05	17.78	2
2015 10 25 06	17.78	2
2015 10 25 07	17.78	2
2015 10 25 08	17.78	2
2015 10 25 09	17.78	2
2015 10 25 10	17.78	2
2015 10 25 11	17.71	2
2015 10 25 12	17.78	2
2015 10 25 13	17.85	2
2015 10 25 14	17.78	2
2015 10 25 15	17.71	2
2015 10 25 16	17.64	2
2015 10 25 17	17.64	2
2015 10 25 18	17.64	2
2015 10 25 19	17.57	2
2015 10 25 20	17.57	2
2015 10 25 21	17.5	2
2015 10 25 22	17.5	2
2015 10 25 23	17.44	2
2015 10 26 00	17.37	2
2015 10 26 01	17.3	2
2015 10 26 02	17.16	2
2015 10 26 03	16.96	2
2015 10 26 04	16.82	2
2015 10 26 05	16.68	2
2015 10 26 06	16.34	2
2015 10 26 07	15.86	2
2015 10 26 08	15.59	2
2015 10 26 09	16.07	2
2015 10 26 10	16.07	2
2015 10 26 11	16.55	2
2015 10 26 12	16.68	2
2015 10 26 13	16.82	2
2015 10 26 14	16.75	2
2015 10 26 15	16.62	2
2015 10 26 16	16.68	2
2015 10 26 17	16.41	2
2015 10 26 18	16.68	2
2015 10 26 19	16.96	2
2015 10 26 20	17.09	2
2015 10 26 21	17.09	2
2015 10 26 22	17.16	2
2015 10 26 23	17.09	2
2015 10 27 00	17.16	2
2015 10 27 01	17.16	2
2015 10 27 02	17.16	2
2015 10 27 03	17.09	2
2015 10 27 04	17.09	2
2015 10 27 05	17.09	2
2015 10 27 06	17.09	2
2015 10 27 07	17.09	2
2015 10 27 08	17.23	2
2015 10 27 09	17.37	2
2015 10 27 10	17.37	2
2015 10 27 11	17.37	2
2015 10 27 12	17.37	2
2015 10 27 13	17.37	2
2015 10 27 14	17.44	2
2015 10 27 15	17.37	2
2015 10 27 16	17.09	2
2015 10 27 17	17.16	2
2015 10 27 18	17.09	2
2015 10 27 19	17.23	2
2015 10 27 20	17.3	2
2015 10 27 21	17.23	2
2015 10 27 22	17.23	2
2015 10 27 23	17.23	2
2015 10 28 00	17.23	2
2015 10 28 01	17.16	2
2015 10 28 02	17.16	2
2015 10 28 03	17.16	2
2015 10 28 04	17.16	2
2015 10 28 05	17.16	2
2015 10 28 06	17.16	2
2015 10 28 07	17.16	2
2015 10 28 08	17.16	2
2015 10 28 09	17.16	2
2015 10 28 10	17.23	2
2015 10 28 11	17.23	2
2015 10 28 12	17.23	2
2015 10 28 13	17.3	2
2015 10 28 14	17.3	2
2015 10 28 15	17.3	2
2015 10 28 16	17.3	2
2015 10 28 17	17.3	2
2015 10 28 18	17.3	2
2015 10 28 19	17.23	2
2015 10 28 20	17.23	2
2015 10 28 21	17.23	2
2015 10 28 22	17.16	2
2015 10 28 23	17.23	2
2015 10 29 00	17.3	2
2015 10 29 01	17.3	2
2015 10 29 02	17.3	2
2015 10 29 03	17.3	2
2015 10 29 04	17.3	2
2015 10 29 05	17.3	2
2015 10 29 06	17.3	2
2015 10 29 07	17.23	2
2015 10 29 08	17.23	2
2015 10 29 09	17.23	2
2015 10 29 10	17.23	2
2015 10 29 11	17.16	2
2015 10 29 12	17.09	2
2015 10 29 13	17.09	2
2015 10 29 14	17.16	2
2015 10 29 15	17.3	2
2015 10 29 16	17.44	2
2015 10 29 17	17.37	2
2015 10 29 18	17.37	2
2015 10 29 19	17.37	2
2015 10 29 20	17.37	2
2015 10 29 21	17.3	2
2015 10 29 22	17.16	2
2015 10 29 23	17.09	2
2015 10 30 00	17.16	2
2015 10 30 01	17.16	2
2015 10 30 02	17.09	2
2015 10 30 03	17.09	2
2015 10 30 04	17.09	2
2015 10 30 05	17.09	2
2015 10 30 06	17.09	2
2015 10 30 07	17.16	2
2015 10 30 08	17.16	2
2015 10 30 09	17.23	2
2015 10 30 10	17.23	2
2015 10 30 11	17.23	2
2015 10 30 12	17.23	2
2015 10 30 13	17.3	2
2015 10 30 14	17.3	2
2015 10 30 15	17.3	2
2015 10 30 16	17.3	2
2015 10 30 17	17.3	2
2015 10 30 18	17.3	2
2015 10 30 19	17.3	2
2015 10 30 20	17.23	2
2015 10 30 21	17.23	2
2015 10 30 22	17.23	2
2015 10 30 23	17.23	2
2015 10 31 00	17.16	2
2015 10 31 01	17.09	2
2015 10 31 02	17.09	2
2015 10 31 03	17.09	2
2015 10 31 04	17.09	2
2015 10 31 05	17.09	2
2015 10 31 06	17.03	2
2015 10 31 07	17.03	2
2015 10 31 08	17.03	2
2015 10 31 09	17.03	2
2015 10 31 10	17.16	2
2015 10 31 11	17.16	2
2015 10 31 12	17.23	2
2015 10 31 13	17.23	2
2015 10 31 14	17.16	2
2015 10 31 15	17.09	2
2015 10 31 16	17.09	2
2015 10 31 17	16.89	2
2015 10 31 18	16.82	2
2015 10 31 19	16.82	2
2015 10 31 20	16.75	2
2015 10 31 21	16.62	2
2015 10 31 22	16.34	2
2015 10 31 23	16.07	2
2015 11 01 00	16.07	2
2015 11 01 01	16.14	2
2015 11 01 02	16.07	2
2015 11 01 03	16.07	2
2015 11 01 04	16.07	2
2015 11 01 05	16.07	2
2015 11 01 06	16.07	2
2015 11 01 07	16.14	2
2015 11 01 08	16.14	2
2015 11 01 09	16.14	2
2015 11 01 10	16.41	2
2015 11 01 11	16.82	2
2015 11 01 12	17.16	2
2015 11 01 13	17.16	2
2015 11 01 14	17.3	2
2015 11 01 15	17.23	2
2015 11 01 16	16.96	2
2015 11 01 17	16.96	2
2015 11 01 18	16.89	2
2015 11 01 19	16.89	2
2015 11 01 20	16.89	2
2015 11 01 21	17.03	2
2015 11 01 22	17.03	2
2015 11 01 23	16.96	2
2015 11 02 00	16.82	2
2015 11 02 01	16.68	2
2015 11 02 02	16.75	2
2015 11 02 03	16.89	2
2015 11 02 04	17.03	2
2015 11 02 05	17.09	2
2015 11 02 06	17.09	2
2015 11 02 07	17.16	2
2015 11 02 08	17.16	2
2015 11 02 09	17.16	2
2015 11 02 10	17.16	2
2015 11 02 11	17.16	2
2015 11 02 12	17.16	2
2015 11 02 13	17.16	2
2015 11 02 14	17.16	2
2015 11 02 15	17.16	2
2015 11 02 16	17.16	2
2015 11 02 17	17.16	2
2015 11 02 18	17.16	2
2015 11 02 19	17.16	2
2015 11 02 20	17.09	2
2015 11 02 21	17.09	2
2015 11 02 22	17.09	2
2015 11 02 23	17.03	2
2015 11 03 00	16.82	2
2015 11 03 01	16.75	2
2015 11 03 02	16.62	2
2015 11 03 03	16.62	2
2015 11 03 04	16.55	2
2015 11 03 05	16.55	2
2015 11 03 06	16.48	2
2015 11 03 07	16.48	2
2015 11 03 08	16.55	2
2015 11 03 09	16.48	2
2015 11 03 10	16.21	2
2015 11 03 11	15.86	2
2015 11 03 12	15.73	2
2015 11 03 13	15.73	2
2015 11 03 14	15.8	2
2015 11 03 15	15.8	2
2015 11 03 16	15.73	2
2015 11 03 17	15.73	2
2015 11 03 18	15.73	2
2015 11 03 19	15.73	2
2015 11 03 20	15.73	2
2015 11 03 21	15.86	2
2015 11 03 22	16.48	2
2015 11 03 23	16.89	2
2015 11 04 00	16.89	2
2015 11 04 01	16.75	2
2015 11 04 02	16.07	2
2015 11 04 03	15.73	2
2015 11 04 04	15.66	2
2015 11 04 05	15.66	2
2015 11 04 06	15.73	2
2015 11 04 07	15.73	2
2015 11 04 08	15.8	2
2015 11 04 09	15.8	2
2015 11 04 10	15.86	2
2015 11 04 11	15.86	2
2015 11 04 12	16.07	2
2015 11 04 13	16.48	2
2015 11 04 14	16.68	2
2015 11 04 15	16.82	2
2015 11 04 16	16.96	2
2015 11 04 17	17.03	2
2015 11 04 18	16.89	2
2015 11 04 19	16.41	2
2015 11 04 20	16.96	2
2015 11 04 21	17.03	2
2015 11 04 22	17.03	2
2015 11 04 23	17.09	2
2015 11 05 00	17.09	2
2015 11 05 01	17.03	2
2015 11 05 02	17.03	2
2015 11 05 03	17.03	2
2015 11 05 04	17.03	2
2015 11 05 05	17.09	2
2015 11 05 06	17.09	2
2015 11 05 07	17.03	2
2015 11 05 08	17.03	2
2015 11 05 09	17.03	2
2015 11 05 10	17.09	2
2015 11 05 11	17.09	2
2015 11 05 12	17.09	2
2015 11 05 13	17.09	2
2015 11 05 14	17.09	2
2015 11 05 15	17.09	2
2015 11 05 16	17.16	2
2015 11 05 17	17.09	2
2015 11 05 18	17.09	2
2015 11 05 19	17.09	2
2015 11 05 20	17.09	2
2015 11 05 21	17.09	2
2015 11 05 22	17.03	2
2015 11 05 23	17.03	2
2015 11 06 00	16.96	2
2015 11 06 01	16.82	2
2015 11 06 02	16.14	2
2015 11 06 03	16.21	2
2015 11 06 04	16.14	2
2015 11 06 05	16.07	2
2015 11 06 06	15.86	2
2015 11 06 07	15.86	2
2015 11 06 09	15.93	2
2015 11 06 10	16.0	2
2015 11 06 11	16.07	2
2015 11 06 12	16.07	2
2015 11 06 13	16.14	2
2015 11 06 14	16.21	2
2015 11 06 15	16.27	2
2015 11 06 16	16.34	2
2015 11 06 17	16.27	2
2015 11 06 18	16.27	2
2015 11 06 19	16.14	2
2015 11 06 20	16.14	2
2015 11 06 21	16.14	2
2015 11 06 22	16.27	2
2015 11 06 23	16.41	2
2015 11 07 00	16.41	2
2015 11 07 01	16.41	2
2015 11 07 02	16.34	2
2015 11 07 03	16.55	2
2015 11 07 04	16.75	2
2015 11 07 05	16.82	2
2015 11 07 06	16.82	2
2015 11 07 07	16.82	2
2015 11 07 08	16.82	2
2015 11 07 09	16.82	2
2015 11 07 10	16.89	2
2015 11 07 11	16.82	2
2015 11 07 12	16.75	2
2015 11 07 13	16.68	2
2015 11 07 14	16.62	2
2015 11 07 15	16.82	2
2015 11 07 16	16.48	2
2015 11 07 17	16.55	2
2015 11 07 18	16.68	2
2015 11 07 19	16.75	2
2015 11 07 20	16.89	2
2015 11 07 21	16.89	2
2015 11 07 22	16.96	2
2015 11 07 23	16.96	2
2015 11 08 00	16.96	2
2015 11 08 01	16.89	2
2015 11 08 02	16.89	2
2015 11 08 03	16.82	2
2015 11 08 04	16.75	2
2015 11 08 05	16.68	2
2015 11 08 06	16.75	2
2015 11 08 07	16.82	2
2015 11 08 08	16.82	2
2015 11 08 09	16.96	2
2015 11 08 10	17.03	2
2015 11 08 11	17.03	2
2015 11 08 12	17.03	2
2015 11 08 13	16.96	2
2015 11 08 14	16.62	2
2015 11 08 15	16.55	2
2015 11 08 16	16.48	2
2015 11 08 17	16.55	2
2015 11 08 18	16.34	2
2015 11 08 19	16.41	2
2015 11 08 20	16.48	2
2015 11 08 21	16.48	2
2015 11 08 22	16.41	2
2015 11 08 23	16.27	2
2015 11 09 00	16.14	2
2015 11 09 01	16.41	2
2015 11 09 02	16.68	2
2015 11 09 03	16.75	2
2015 11 09 04	16.75	2
2015 11 09 05	16.89	2
2015 11 09 06	17.03	2
2015 11 09 07	17.03	2
2015 11 09 08	17.09	2
2015 11 09 09	17.16	2
2015 11 09 10	17.16	2
2015 11 09 11	17.09	2
2015 11 09 12	17.16	2
2015 11 09 13	17.09	2
2015 11 09 14	17.09	2
2015 11 09 15	17.16	2
2015 11 09 16	17.16	2
2015 11 09 17	16.82	2
2015 11 09 18	16.89	2
2015 11 09 19	16.96	2
2015 11 09 20	16.89	2
2015 11 09 21	16.75	2
2015 11 09 22	16.34	2
2015 11 09 23	16.0	2
2015 11 10 00	15.86	2
2015 11 10 01	15.93	2
2015 11 10 02	16.07	2
2015 11 10 03	16.14	2
2015 11 10 04	16.21	2
2015 11 10 05	16.21	2
2015 11 10 06	16.0	2
2015 11 10 07	16.07	2
2015 11 10 08	16.41	2
2015 11 10 09	16.21	2
2015 11 10 10	16.27	2
2015 11 10 11	16.41	2
2015 11 10 12	16.14	2
2015 11 10 13	16.34	2
2015 11 10 14	16.21	2
2015 11 10 15	16.0	2
2015 11 10 16	15.93	2
2015 11 10 17	16.07	2
2015 11 10 18	16.55	2
2015 11 10 19	16.96	2
2015 11 10 20	17.09	2
2015 11 10 21	17.16	2
2015 11 10 22	17.16	2
2015 11 10 23	17.23	2
2015 11 11 00	17.23	2
2015 11 11 01	17.23	2
2015 11 11 02	17.23	2
2015 11 11 03	17.23	2
2015 11 11 04	17.23	2
2015 11 11 05	17.16	2
2015 11 11 06	17.16	2
2015 11 11 07	17.23	2
2015 11 11 08	17.23	2
2015 11 11 09	17.23	2
2015 11 11 10	17.23	2
2015 11 11 11	17.23	2
2015 11 11 12	17.23	2
2015 11 11 13	17.23	2
2015 11 11 14	17.23	2
2015 11 11 15	17.23	2
2015 11 11 16	17.23	2
2015 11 11 17	17.09	2
2015 11 11 18	16.96	2
2015 11 11 19	16.89	2
2015 11 11 20	16.68	2
2015 11 11 21	16.68	2
2015 11 11 22	16.82	2
2015 11 11 23	16.27	2
2015 11 12 00	16.21	2
2015 11 12 01	16.21	2
2015 11 12 02	16.27	2
2015 11 12 03	16.27	2
2015 11 12 04	16.34	2
2015 11 12 05	16.34	2
2015 11 12 06	16.34	2
2015 11 12 07	16.34	2
2015 11 12 08	16.27	2
2015 11 12 09	16.21	2
2015 11 12 10	16.48	2
2015 11 12 11	16.75	2
2015 11 12 12	16.82	2
2015 11 12 13	16.82	2
2015 11 12 14	16.82	2
2015 11 12 15	16.82	2
2015 11 12 16	16.75	2
2015 11 12 17	16.75	2
2015 11 12 18	16.68	2
2015 11 12 19	16.68	2
2015 11 12 20	16.68	2
2015 11 12 21	16.68	2
2015 11 12 22	16.68	2
2015 11 12 23	16.68	2
2015 11 13 00	16.48	2
2015 11 13 01	16.41	2
2015 11 13 02	16.48	2
2015 11 13 03	16.62	2
2015 11 13 04	16.62	2
2015 11 13 05	16.68	2
2015 11 13 06	16.68	2
2015 11 13 07	16.68	2
2015 11 13 08	16.68	2
2015 11 13 09	16.68	2
2015 11 13 10	16.62	2
2015 11 13 11	16.68	2
2015 11 13 12	16.75	2
2015 11 13 13	16.75	2
2015 11 13 14	16.82	2
2015 11 13 15	16.82	2
2015 11 13 16	16.89	2
2015 11 13 17	16.82	2
2015 11 13 18	16.82	2
2015 11 13 19	16.89	2
2015 11 13 20	16.89	2
2015 11 13 21	16.75	2
2015 11 13 22	16.82	2
2015 11 13 23	16.82	2
2015 11 14 00	16.82	2
2015 11 14 01	16.82	2
2015 11 14 02	16.82	2
2015 11 14 03	16.82	2
2015 11 14 04	16.82	2
2015 11 14 05	16.82	2
2015 11 14 06	16.82	2
2015 11 14 07	16.75	2
2015 11 14 08	16.68	2
2015 11 14 09	16.68	2
2015 11 14 10	16.62	2
2015 11 14 11	16.62	2
2015 11 14 12	16.62	2
2015 11 14 13	16.55	2
2015 11 14 14	16.62	2
2015 11 14 15	16.55	2
2015 11 14 16	16.55	2
2015 11 14 17	16.55	2
2015 11 14 18	16.48	2
2015 11 14 19	16.48	2
2015 11 14 20	16.48	2
2015 11 14 21	16.48	2
2015 11 14 22	16.68	2
2015 11 14 23	16.75	2
2015 11 15 00	16.75	2
2015 11 15 01	16.82	2
2015 11 15 02	16.82	2
2015 11 15 03	16.82	2
2015 11 15 04	16.75	2
2015 11 15 05	16.75	2
2015 11 15 06	16.75	2
2015 11 15 07	16.75	2
2015 11 15 08	16.75	2
2015 11 15 09	16.75	2
2015 11 15 10	16.75	2
2015 11 15 11	16.75	2
2015 11 15 12	16.75	2
2015 11 15 13	16.75	2
2015 11 15 14	16.75	2
2015 11 15 15	16.75	2
2015 11 15 16	16.75	2
2015 11 15 17	16.75	2
2015 11 15 18	16.89	2
2015 11 15 19	16.89	2
2015 11 15 20	16.89	2
2015 11 15 21	16.82	2
2015 11 15 22	16.82	2
2015 11 15 23	16.75	2
2015 11 16 00	16.68	2
2015 11 16 01	16.82	2
2015 11 16 02	16.82	2
2015 11 16 03	16.82	2
2015 11 16 04	16.89	2
2015 11 16 05	16.89	2
2015 11 16 06	16.96	2
2015 11 16 07	16.89	2
2015 11 16 08	16.89	2
2015 11 16 09	16.96	2
2015 11 16 10	16.96	2
2015 11 16 11	16.96	2
2015 11 16 12	16.96	2
2015 11 16 13	16.96	2
2015 11 16 14	16.96	2
2015 11 16 15	16.96	2
2015 11 16 16	16.96	2
2015 11 16 17	16.96	2
2015 11 16 18	16.96	2
2015 11 16 19	16.96	2
2015 11 16 20	16.96	2
2015 11 16 21	16.96	2
2015 11 16 22	16.89	2
2015 11 16 23	16.82	2
2015 11 17 00	16.68	2
2015 11 17 01	16.68	2
2015 11 17 02	16.62	2
2015 11 17 03	16.62	2
2015 11 17 04	16.55	2
2015 11 17 05	16.62	2
2015 11 17 06	16.62	2
2015 11 17 07	16.75	2
2015 11 17 08	16.75	2
2015 11 17 09	16.68	2
2015 11 17 10	16.68	2
2015 11 17 11	16.62	2
2015 11 17 12	16.55	2
2015 11 17 13	16.62	2
2015 11 17 14	16.82	2
2015 11 17 15	16.82	2
2015 11 17 16	16.89	2
2015 11 17 17	16.82	2
2015 11 17 18	16.82	2
2015 11 17 19	16.82	2
2015 11 17 20	16.82	2
2015 11 17 21	16.82	2
2015 11 17 22	16.82	2
2015 11 17 23	16.82	2
2015 11 18 00	16.82	2
2015 11 18 01	16.82	2
2015 11 18 02	16.82	2
2015 11 18 03	16.82	2
2015 11 18 04	16.82	2
2015 11 18 05	16.82	2
2015 11 18 06	16.82	2
2015 11 18 07	16.82	2
2015 11 18 08	16.82	2
2015 11 18 09	16.82	2
2015 11 18 10	16.82	2
2015 11 18 11	16.89	2
2015 11 18 12	16.89	2
2015 11 18 13	16.82	2
2015 11 18 14	16.75	2
2015 11 18 15	16.68	2
2015 11 18 16	16.82	2
2015 11 18 17	16.89	2
2015 11 18 18	16.89	2
2015 11 18 19	16.75	2
2015 11 18 20	16.75	2
2015 11 18 21	16.75	2
2015 11 18 22	16.68	2
2015 11 18 23	16.68	2
2015 11 19 00	16.68	2
2015 11 19 01	16.48	2
2015 11 19 02	16.48	2
2015 11 19 03	16.48	2
2015 11 19 04	16.48	2
2015 11 19 05	16.41	2
2015 11 19 06	16.41	2
2015 11 19 07	16.34	2
2015 11 19 08	16.34	2
2015 11 19 09	16.27	2
2015 11 19 10	16.68	2
2015 11 19 11	16.75	2
2015 11 19 12	16.75	2
2015 11 19 13	16.75	2
2015 11 19 14	16.82	2
2015 11 19 15	16.82	2
2015 11 19 16	16.82	2
2015 11 19 17	16.82	2
2015 11 19 18	16.75	2
2015 11 19 19	16.75	2
2015 11 19 20	16.82	2
2015 11 19 21	16.82	2
2015 11 19 22	16.75	2
2015 11 19 23	16.75	2
2015 11 20 00	16.75	2
2015 11 20 01	16.75	2
2015 11 20 02	16.75	2
2015 11 20 03	16.75	2
2015 11 20 04	16.75	2
2015 11 20 05	16.75	2
2015 11 20 06	16.75	2
2015 11 20 07	16.75	2
2015 11 20 08	16.75	2
2015 11 20 09	16.75	2
2015 11 20 10	16.75	2
2015 11 20 11	16.75	2
2015 11 20 12	16.75	2
2015 11 20 13	16.75	2
2015 11 20 14	16.75	2
2015 11 20 15	16.75	2
2015 11 20 16	16.75	2
2015 11 20 17	16.75	2
2015 11 20 18	16.75	2
2015 11 20 19	16.75	2
2015 11 20 20	16.75	2
2015 11 20 21	16.75	2
2015 11 20 22	16.75	2
2015 11 20 23	16.75	2
2015 11 21 00	16.75	2
2015 11 21 01	16.75	2
2015 11 21 02	16.68	2
2015 11 21 03	16.68	2
2015 11 21 04	16.68	2
2015 11 21 05	16.68	2
2015 11 21 06	16.62	2
2015 11 21 07	16.55	2
2015 11 21 08	16.55	2
2015 11 21 09	16.48	2
2015 11 21 10	16.41	2
2015 11 21 11	16.41	2
2015 11 21 12	16.41	2
2015 11 21 13	16.34	2
2015 11 21 14	16.34	2
2015 11 21 15	16.27	2
2015 11 21 16	16.27	2
2015 11 21 17	16.27	2
2015 11 21 18	16.34	2
2015 11 21 19	16.27	2
2015 11 21 20	16.27	2
2015 11 21 21	16.27	2
2015 11 21 22	16.27	2
2015 11 21 23	16.27	2
2015 11 22 00	16.21	2
2015 11 22 01	16.21	2
2015 11 22 02	16.41	2
2015 11 22 03	16.34	2
2015 11 22 04	16.34	2
2015 11 22 05	16.34	2
2015 11 22 06	16.34	2
2015 11 22 07	16.27	2
2015 11 22 08	16.34	2
2015 11 22 09	16.34	2
2015 11 22 10	16.34	2
2015 11 22 11	16.34	2
2015 11 22 12	16.34	2
2015 11 22 13	16.34	2
2015 11 22 14	16.27	2
2015 11 22 15	16.27	2
2015 11 22 16	16.27	2
2015 11 22 17	16.27	2
2015 11 22 18	16.34	2
2015 11 22 19	16.34	2
2015 11 22 20	16.34	2
2015 11 22 21	16.34	2
2015 11 22 22	16.34	2
2015 11 22 23	16.34	2
2015 11 23 00	16.34	2
2015 11 23 01	16.27	2
2015 11 23 02	16.27	2
2015 11 23 03	16.21	2
2015 11 23 04	16.14	2
2015 11 23 05	16.0	2
2015 11 23 06	16.0	2
2015 11 23 07	16.0	2
2015 11 23 08	16.0	2
2015 11 23 09	16.0	2
2015 11 23 10	16.07	2
2015 11 23 11	16.07	2
2015 11 23 12	16.07	2
2015 11 23 13	16.07	2
2015 11 23 14	16.07	2
2015 11 23 15	16.14	2
2015 11 23 16	16.21	2
2015 11 23 17	16.21	2
2015 11 23 18	16.21	2
2015 11 23 19	16.21	2
2015 11 23 20	16.21	2
2015 11 23 21	16.21	2
2015 11 23 22	16.14	2
2015 11 23 23	16.14	2
2015 11 24 00	16.14	2
2015 11 24 01	16.14	2
2015 11 24 02	16.07	2
2015 11 24 03	16.0	2
2015 11 24 04	16.0	2
2015 11 24 05	15.93	2
2015 11 24 06	15.93	2
2015 11 24 07	15.93	2
2015 11 24 08	15.93	2
2015 11 24 09	16.0	2
2015 11 24 10	16.0	2
2015 11 24 11	16.07	2
2015 11 24 12	16.07	2
2015 11 24 13	16.07	2
2015 11 24 14	16.0	2
2015 11 24 15	16.0	2
2015 11 24 16	16.0	2
2015 11 24 17	15.93	2
2015 11 24 18	15.93	2
2015 11 24 19	16.0	2
2015 11 24 20	16.0	2
2015 11 24 21	16.0	2
2015 11 24 22	16.0	2
2015 11 24 23	16.07	2
2015 11 25 00	16.07	2
2015 11 25 01	16.07	2
2015 11 25 02	16.07	2
2015 11 25 03	16.07	2
2015 11 25 04	16.07	2
2015 11 25 05	16.07	2
2015 11 25 06	16.07	2
2015 11 25 07	16.07	2
2015 11 25 08	16.07	2
2015 11 25 09	16.07	2
2015 11 25 10	16.07	2
2015 11 25 11	16.07	2
2015 11 25 12	16.14	2
2015 11 25 13	16.14	2
2015 11 25 14	16.14	2
2015 11 25 15	16.14	2
2015 11 25 16	16.14	2
